model_name,valid_data,accuracy_score,f1_score
svc,train,0.9688385269121813,0.9717146731649396
lr,train,0.9835694050991501,0.9850919789697709
knn,train,0.9546742209631728,0.9583454854970811
gbc,train,0.9818696883852691,0.9831406738117837
xgb,train,0.9903682719546743,0.9911778430203583
